YF_Ticker,Years
MONARCH.BO,"[2021, 2022, 2023, 2024]"
PROFINC.BO,"[2021, 2022, 2023, 2024]"
TIMESGTY.BO,"[2021, 2022, 2023, 2024]"
SODFC.BO,"[2021, 2022, 2023, 2024]"
SAVFI.BO,"[2021, 2022, 2023, 2024]"
BEFOUNDMOL.BO,"[2021, 2022, 2023, 2024]"
AVONMORE.BO,"[2021, 2022, 2023, 2024]"
LIBORDFIN.BO,"[2021, 2022, 2023, 2024]"
YASHMGM.BO,"[2021, 2022, 2023, 2024]"
ARIHANTCAP.BO,"[2021, 2022, 2023, 2024]"
ISLCONSUL.BO,"[2021, 2022, 2023, 2024]"
DCMFINSERV.BO,"[2021, 2022, 2023, 2024]"
RRFIN.BO,"[2021, 2022, 2023, 2024]"
FEDDERSHOL.BO,"[2021, 2022, 2023, 2024]"
SAMBHAAV.BO,"[2021, 2022, 2023, 2024]"
DJSSS.BO,"[2021, 2022, 2023, 2024]"
OMEGAIN.BO,"[2021, 2022, 2023, 2024]"
SUGALDAM.BO,"[2021, 2022, 2023, 2024]"
NETTLINX.BO,"[2021, 2022, 2023, 2024]"
BGIL.BO,"[2021, 2022, 2023, 2024]"
SCANSTL.BO,"[2021, 2022, 2023, 2024]"
GICHSGFIN.BO,"[2021, 2022, 2023, 2024]"
AJCON.BO,"[2021, 2022, 2023, 2024]"
CHRTEDCA.BO,"[2021, 2022, 2023, 2024]"
STANCAP.BO,"[2021, 2022, 2023, 2024]"
YOGI.BO,"[2021, 2022, 2023, 2024]"
CUBIFIN.BO,"[2021, 2022, 2023, 2024]"
RELICTEC.BO,"[2021, 2022, 2023, 2024]"
NIMBSPROJ.BO,"[2021, 2022, 2023, 2024]"
INVIGO.BO,"[2021, 2022, 2023, 2024]"
BAIDFIN.BO,"[2021, 2022, 2023, 2024]"
VIPULLTD.BO,"[2021, 2022, 2023, 2024]"
KZLFIN.BO,"[2021, 2022, 2023, 2024]"
PASUFIN.BO,"[2021, 2022, 2023, 2024]"
UGROCAP.BO,"[2021, 2022, 2023, 2024]"
SAHLIBHFI.BO,"[2021, 2022, 2023, 2024]"
ABIRAFN.BO,"[2021, 2022, 2023, 2024]"
MANSIFIN.BO,"[2021, 2022, 2023, 2024]"
SEVENHILL.BO,"[2021, 2022, 2023, 2024]"
AASTAFIN.BO,"[2021, 2022, 2023, 2024]"
MUTHOOTCAP.BO,"[2021, 2022, 2023, 2024]"
MASTERTR.BO,"[2021, 2022, 2023, 2024]"
EFCIL.BO,"[2021, 2022, 2023, 2024]"
SOBME.BO,"[2021, 2022, 2023, 2024]"
CNIRESLTD.BO,"[2021, 2022, 2023, 2024]"
ZSARACOM.BO,"[2021, 2022, 2023, 2024]"
BANGANGA.BO,"[2021, 2022, 2023, 2024]"
TCC.BO,"[2021, 2022, 2023, 2024]"
ROYALIND.BO,"[2021, 2022, 2023, 2024]"
LUHARUKA.BO,"[2021, 2022, 2023, 2024]"
VISVEN.BO,"[2021, 2022, 2023, 2024]"
DECNGOLD.BO,"[2021, 2022, 2023, 2024]"
UPL.BO,"[2021, 2022, 2023, 2024]"
CRANESSOFT.BO,"[2021, 2022, 2023, 2024]"
SAICOM.BO,"[2021, 2022, 2023, 2024]"
EY.BO,"[2021, 2022, 2023, 2024]"
NIDHGRN.BO,"[2021, 2022, 2023, 2024]"
ROSEMER.BO,"[2021, 2022, 2023, 2024]"
SIGIND.BO,"[2021, 2022, 2023, 2024]"
AVANCE.BO,"[2021, 2022, 2023, 2024]"
SECURKLOUD.BO,"[2021, 2022, 2023, 2024]"
ABANSENT.BO,"[2021, 2022, 2023, 2024]"
VAMA.BO,"[2021, 2022, 2023, 2024]"
SUNTECK.BO,"[2021, 2022, 2023, 2024, 2025]"
PRISMMEDI.BO,"[2021, 2022, 2023, 2024]"
VERITAS.BO,"[2021, 2022, 2023, 2024]"
JAICORPLTD.BO,"[2021, 2022, 2023, 2024]"
ASHCAP.BO,"[2021, 2022, 2023, 2024]"
SVARTCORP.BO,"[2021, 2022, 2023, 2024]"
MMWL.BO,"[2021, 2022, 2023, 2024]"
BHAGYANGR.BO,"[2021, 2022, 2023, 2024]"
SHANTAI.BO,"[2021, 2022, 2023, 2024]"
SGMART.BO,"[2021, 2022, 2023, 2024]"
ARAVALIS.BO,"[2021, 2022, 2023, 2024]"
YASTF.BO,"[2021, 2022, 2023, 2024]"
CUPIDALBV.BO,"[2021, 2022, 2023, 2024]"
CRSL.BO,"[2021, 2022, 2023, 2024]"
STARTECK.BO,"[2021, 2022, 2023, 2024]"
SHARDUL.BO,"[2021, 2022, 2023, 2024]"
SERA.BO,"[2021, 2022, 2023, 2024]"
MERCTRD.BO,"[2021, 2022, 2023, 2024]"
NIRAVCOM.BO,"[2021, 2022, 2023, 2024]"
APOLLOFI.BO,"[2021, 2022, 2023, 2024]"
ENBETRD.BO,"[2021, 2022, 2023, 2024]"
GANONPRO.BO,"[2021, 2022, 2023, 2024]"
SHRJAGP.BO,"[2021, 2022, 2023, 2024]"
LLOYDSME.BO,"[2021, 2022, 2023, 2024, 2025]"
LLOYDSENT.BO,"[2021, 2022, 2023, 2024]"
BETXIND.BO,"[2021, 2022, 2023, 2024]"
DHANCOT.BO,"[2021, 2022, 2023, 2024]"
OASISEC.BO,"[2021, 2022, 2023, 2024]"
GARNETINT.BO,"[2021, 2022, 2023, 2024]"
SHALPRO.BO,"[2021, 2022, 2023, 2024]"
DONEAR.BO,"[2021, 2022, 2023, 2024]"
SUPER.BO,"[2021, 2022, 2023, 2024]"
SEQUENT.BO,"[2021, 2022, 2023, 2024]"
STCINDIA.BO,"[2021, 2022, 2023, 2024]"
ZENITHEXPO.BO,"[2021, 2022, 2023, 2024]"
KOHINOOR.BO,"[2021, 2022, 2023, 2024]"
NEELKANTH.BO,"[2021, 2022, 2023, 2024]"
AVANTIFEED.BO,"[2021, 2022, 2023, 2024]"
ZODJRDMKJ.BO,"[2021, 2022, 2023, 2024]"
SITAENT.BO,"[2021, 2022, 2023, 2024]"
PULSRIN.BO,"[2021, 2022, 2023, 2024]"
MANBRO.BO,"[2021, 2022, 2023, 2024]"
KEYFINSERV.BO,"[2021, 2022, 2023, 2024]"
ADANIENT.BO,"[2021, 2022, 2023, 2024, 2025]"
ASTALLTD.BO,"[2021, 2022, 2023, 2024]"
BHANDARI.BO,"[2021, 2022, 2023, 2024]"
RLF.BO,"[2021, 2022, 2023, 2024]"
REGENTRP.BO,"[2021, 2022, 2023, 2024]"
ORBTEXP.BO,"[2021, 2022, 2023, 2024, 2025]"
SAVERA.BO,"[2021, 2022, 2023, 2024]"
CHROME.BO,"[2021, 2022, 2023, 2024]"
NAVA.BO,"[2021, 2022, 2023, 2024]"
REMIEDEL.BO,"[2021, 2022, 2023, 2024]"
GSAUTO.BO,"[2021, 2022, 2023, 2024]"
TRANSFRE.BO,"[2021, 2022, 2023, 2024]"
SBCL.BO,"[2021, 2022, 2023, 2024]"
GANDHITUBE.BO,"[2021, 2022, 2023, 2024]"
AMFORG.BO,"[2021, 2022, 2023, 2024]"
ONIXSOLAR.BO,"[2021, 2022, 2023, 2024]"
ORICONENT.BO,"[2021, 2022, 2023, 2024]"
ACROW.BO,"[2021, 2022, 2023, 2024]"
STLSTRINF.BO,"[2021, 2022, 2023, 2024]"
PENIND.BO,"[2021, 2022, 2023, 2024]"
JYOTISTRUC.BO,"[2021, 2022, 2023, 2024]"
JAYUSH.BO,"[2021, 2022, 2023, 2024]"
SSWL.BO,"[2021, 2022, 2023, 2024]"
MANINDS.BO,"[2021, 2022, 2023, 2024]"
IMEC.BO,"[2021, 2022, 2023, 2024]"
MDRNSTL.BO,"[2021, 2022, 2023, 2024]"
SYNTHFO.BO,"[2021, 2022, 2023, 2024]"
GOLKONDA.BO,"[2021, 2022, 2023, 2024]"
GUJTLRM.BO,"[2021, 2022, 2023, 2024]"
AJMERA.BO,"[2021, 2022, 2023, 2024]"
COCHINM.BO,"[2021, 2022, 2023, 2024]"
ISWL.BO,"[2021, 2022, 2023, 2024]"
KVFORGE.BO,"[2021, 2022, 2023, 2024]"
CARBORUNIV.BO,"[2021, 2022, 2023, 2024]"
MMTC.BO,"[2021, 2022, 2023, 2024]"
VALLABHSQ.BO,"[2021, 2022, 2023, 2024]"
ASHIS.BO,"[2021, 2022, 2023, 2024]"
PMTELELIN.BO,"[2021, 2022, 2023, 2024]"
SMFIL.BO,"[2021, 2022, 2023, 2024]"
BLOIN.BO,"[2021, 2022, 2023, 2024]"
SHAHALLOYS.BO,"[2021, 2022, 2023, 2024]"
ELANGO.BO,"[2021, 2022, 2023, 2024]"
KANSHST.BO,"[2021, 2022, 2023, 2024]"
MAHALXSE.BO,"[2021, 2022, 2023, 2024]"
SIMPLEXCAS.BO,"[2021, 2022, 2023, 2024]"
SSWRL.BO,"[2021, 2022, 2023, 2024]"
SIZEMASTER.BO,"[2021, 2022, 2023, 2024]"
SOUTHMG.BO,"[2021, 2022, 2023, 2024]"
BAROEXT.BO,"[2021, 2022, 2023, 2024]"
GUJCONT.BO,"[2021, 2022, 2023, 2024]"
KALYANIFRG.BO,"[2021, 2022, 2023, 2024]"
ADITYA.BO,"[2021, 2022, 2023, 2024]"
STEELCAS.BO,"[2021, 2022, 2023, 2024]"
PITTIENG.BO,"[2021, 2022, 2023, 2024, 2025]"
GLITTEKG.BO,"[2021, 2022, 2023, 2024]"
PRADPME.BO,"[2021, 2022, 2023, 2024]"
GNRL.BO,"[2021, 2022, 2023, 2024]"
TNSTLTU.BO,"[2021, 2022, 2023, 2024]"
SHRDAIS.BO,"[2021, 2022, 2023, 2024]"
MAHASTEEL.BO,"[2021, 2022, 2023, 2024]"
NOVIS.BO,"[2021, 2022, 2023, 2024]"
STERPOW.BO,"[2021, 2022, 2023, 2024]"
HINDCOPPER.BO,"[2021, 2022, 2023, 2024]"
TULSYAN.BO,"[2021, 2022, 2023, 2024]"
AXELPOLY.BO,"[2021, 2022, 2023, 2024]"
NLCINDIA.BO,"[2021, 2022, 2023, 2024]"
KAJARIR.BO,"[2021, 2022, 2023, 2024]"
SOLIDSTON.BO,"[2021, 2022, 2023, 2024]"
SHILGRAVQ.BO,"[2021, 2022, 2023, 2024]"
WHITEORG.BO,"[2021, 2022, 2023, 2024]"
MFSINTRCRP.BO,"[2021, 2022, 2023, 2024]"
AROGRANITE.BO,"[2021, 2022, 2023, 2024]"
RUDRAECO.BO,"[2021, 2022, 2023, 2024]"
RAJKSYN.BO,"[2021, 2022, 2023, 2024]"
DEEPAKSP.BO,"[2021, 2022, 2023, 2024]"
LOYALTEX.BO,"[2021, 2022, 2023, 2024]"
HIMATSEIDE.BO,"[2021, 2022, 2023, 2024]"
BSL.BO,"[2021, 2022, 2023, 2024]"
MARKOBENZ.BO,"[2021, 2022, 2023, 2024]"
PBMPOLY.BO,"[2021, 2022, 2023, 2024]"
ADINATH.BO,"[2021, 2022, 2023, 2024]"
KONARKSY.BO,"[2021, 2022, 2023, 2024]"
SURYALA.BO,"[2021, 2022, 2023, 2024]"
SURYVANSP.BO,"[2021, 2022, 2023, 2024]"
TTL.BO,"[2021, 2022, 2023, 2024]"
WELSPUNLIV.BO,"[2021, 2022, 2023, 2024]"
INDIANACRY.BO,"[2021, 2022, 2023, 2024]"
GANECOS.BO,"[2021, 2022, 2023, 2024]"
VARDMNPOLY.BO,"[2021, 2022, 2023, 2024]"
BLACKROSE.BO,"[2021, 2022, 2023, 2024]"
STCORP.BO,"[2021, 2022, 2023, 2024]"
SANGAMIND.BO,"[2021, 2022, 2023, 2024]"
MKVENTURES.BO,"[2021, 2022, 2023, 2024]"
KUSHIND.BO,"[2021, 2022, 2023, 2024]"
SEASONST.BO,"[2021, 2022, 2023, 2024]"
ZENIFIB.BO,"[2021, 2022, 2023, 2024]"
BHILSPIN.BO,"[2021, 2022, 2023, 2024]"
AARVEEDEN.BO,"[2021, 2022, 2023, 2024]"
SANTETX.BO,"[2021, 2022, 2023, 2024]"
ASHIMASYN.BO,"[2021, 2022, 2023, 2024]"
PIONEEREMB.BO,"[2021, 2022, 2023, 2024]"
VIPPYSP.BO,"[2021, 2022, 2023, 2024]"
JAIHINDS.BO,"[2021, 2022, 2023, 2024]"
RAGHUSYN.BO,"[2021, 2022, 2023, 2024]"
JATTAINDUS.BO,"[2021, 2022, 2023, 2024]"
KAMADGIRI.BO,"[2021, 2022, 2023, 2024]"
OMNITEX.BO,"[2021, 2022, 2023, 2024, 2025]"
PATSPINLTD.BO,"[2021, 2022, 2023, 2024]"
ONEGLOBAL.BO,"[2021, 2022, 2023, 2024]"
WINSOME.BO,"[2021, 2022, 2023, 2024]"
PREMIERPOL.BO,"[2021, 2022, 2023, 2024]"
EVERFIN.BO,"[2021, 2022, 2023, 2024]"
KRRAIL.BO,"[2021, 2022, 2023, 2024]"
YARNSYN.BO,"[2021, 2022, 2023, 2024]"
GUJCOTEX.BO,"[2021, 2022, 2023, 2024]"
GARWSYN.BO,"[2021, 2022, 2023, 2024]"
ECOHOTELS.BO,"[2021, 2022, 2023, 2024]"
SARUPINDUS.BO,"[2021, 2022, 2023, 2024]"
MANORG.BO,"[2021, 2022, 2023, 2024]"
HINDADH.BO,"[2021, 2022, 2023, 2024]"
BPAGRI.BO,"[2021, 2022, 2023, 2024]"
SRIKPRIND.BO,"[2021, 2022, 2023, 2024]"
LSIND.BO,"[2021, 2022, 2023, 2024]"
JYOTIRES.BO,"[2021, 2022, 2023, 2024]"
MHLXMIRU.BO,"[2021, 2022, 2023, 2024]"
OSWAYRN.BO,"[2021, 2022, 2023, 2024]"
WINSOMTX.BO,"[2021, 2022, 2023, 2024]"
MODINSU.BO,"[2021, 2022, 2023, 2024]"
REGENCERAM.BO,"[2021, 2022, 2023, 2024]"
ASAHIINDIA.BO,"[2021, 2022, 2023, 2024]"
MURUDCERA.BO,"[2021, 2022, 2023, 2024]"
SAINTGOBAIN.BO,"[2021, 2022, 2023, 2024]"
ANANTRAJ.BO,"[2021, 2022, 2023, 2024, 2025]"
MADHUDIN.BO,"[2021, 2022, 2023, 2024]"
RESTILE.BO,"[2021, 2022, 2023, 2024]"
MADHAV.BO,"[2021, 2022, 2023, 2024]"
RAMASIGNS.BO,"[2021, 2022, 2023, 2024]"
HINDNATGLS.BO,"[2021, 2022, 2023, 2024]"
HALDYNGL.BO,"[2021, 2022, 2023, 2024]"
DUROPLY.BO,"[2021, 2022, 2023, 2024]"
SHREYANIND.BO,"[2021, 2022, 2023, 2024]"
AGIOPAPER.BO,"[2021, 2022, 2023, 2024]"
STARPAPER.BO,"[2021, 2022, 2023, 2024]"
PAKKA.BO,"[2021, 2022, 2023, 2024]"
TAHMARENT.BO,"[2021, 2022, 2023, 2024]"
ARROWGREEN.BO,"[2021, 2022, 2023, 2024]"
VISHNU.BO,"[2021, 2022, 2023, 2024]"
JUMBO.BO,"[2021, 2022, 2023, 2024]"
NRAIL.BO,"[2021, 2022, 2023, 2024]"
3PLAND.BO,"[2021, 2022, 2023, 2024]"
SANPA.BO,"[2021, 2022, 2023, 2024]"
VENTURA.BO,"[2021, 2022, 2023, 2024]"
SHKARTP.BO,"[2021, 2022, 2023, 2024]"
STHINPA.BO,"[2021, 2022, 2023, 2024]"
FAMILYCARE.BO,"[2021, 2022, 2023, 2024]"
VINDHYATEL.BO,"[2021, 2022, 2023, 2024]"
RIR.BO,"[2021, 2022, 2023, 2024]"
IDM.BO,"[2021, 2022, 2023, 2024]"
SALZERELEC.BO,"[2021, 2022, 2023, 2024]"
JETKINGQ.BO,"[2021, 2022, 2023, 2024]"
APLAB.BO,"[2021, 2022, 2023, 2024]"
PCS.BO,"[2021, 2022, 2023, 2024]"
USHAMART.BO,"[2021, 2022, 2023, 2024]"
SPELS.BO,"[2021, 2022, 2023, 2024]"
SUBROS.BO,"[2021, 2022, 2023, 2024]"
EDVENSWA.BO,"[2021, 2022, 2023, 2024]"
HONAUT.BO,"[2021, 2022, 2023, 2024]"
LUMAXIND.BO,"[2021, 2022, 2023, 2024]"
DIGISPICE.BO,"[2021, 2022, 2023, 2024]"
CALCOM.BO,"[2021, 2022, 2023, 2024]"
DYNAVSN.BO,"[2021, 2022, 2023, 2024]"
BCCFUBA.BO,"[2021, 2022, 2023, 2024]"
PRECISIO.BO,"[2021, 2022, 2023, 2024]"
HBLENGINE.BO,"[2021, 2022, 2023, 2024]"
S&SPOWER.BO,"[2021, 2022, 2023, 2024]"
GUJARATPOLY.BO,"[2021, 2022, 2023, 2024]"
GIPCL.BO,"[2021, 2022, 2023, 2024]"
MOTHERSON.BO,"[2021, 2022, 2023, 2024]"
MINDTECK.BO,"[2021, 2022, 2023, 2024]"
HAVELLS.BO,"[2021, 2022, 2023, 2024, 2025]"
ACIIN.BO,"[2021, 2022, 2023, 2024]"
SBECSYS.BO,"[2021, 2022, 2023, 2024]"
INCAP.BO,"[2021, 2022, 2023, 2024]"
GUJINTRX.BO,"[2021, 2022, 2023, 2024]"
IGARASHI.BO,"[2021, 2022, 2023, 2024]"
SYMPHONY.BO,"[2021, 2022, 2023, 2024, 2025]"
VINTRON.BO,"[2021, 2022, 2023, 2024]"
VXLINSTR.BO,"[2021, 2022, 2023, 2024]"
SHYAMTEL.BO,"[2021, 2022, 2023, 2024]"
LEENEE.BO,"[2021, 2022, 2023, 2024]"
PATELSAI.BO,"[2021, 2022, 2023, 2024]"
BUTTERFLY.BO,"[2021, 2022, 2023, 2024]"
INTEGSW.BO,"[2021, 2022, 2023, 2024]"
ATHENAGLO.BO,"[2021, 2022, 2023, 2024]"
NARMP.BO,"[2021, 2022, 2023, 2024]"
DUTRON.BO,"[2021, 2022, 2023, 2024]"
RSSOFTWARE.BO,"[2021, 2022, 2023, 2024]"
MAGNAELQ.BO,"[2021, 2022, 2023, 2024]"
MARSONS.BO,"[2021, 2022, 2023, 2024]"
ELNET.BO,"[2021, 2022, 2023, 2024]"
ACCEL.BO,"[2021, 2022, 2023, 2024]"
WEBELSOLAR.BO,"[2021, 2022, 2023, 2024]"
ROTO.BO,"[2021, 2022, 2023, 2024]"
TTKPRESTIG.BO,"[2021, 2022, 2023, 2024]"
DHINDIA.BO,"[2021, 2022, 2023, 2024]"
RAJRATAN.BO,"[2021, 2022, 2023, 2024, 2025]"
SURANAT&P.BO,"[2021, 2022, 2023, 2024]"
ONWARDTEC.BO,"[2021, 2022, 2023, 2024]"
CENTUM.BO,"[2021, 2022, 2023, 2024]"
ALFATRAN.BO,"[2021, 2022, 2023, 2024]"
NHCFOODS.BO,"[2021, 2022, 2023, 2024]"
PVP.BO,"[2021, 2022, 2023, 2024]"
TRIGYN.BO,"[2021, 2022, 2023, 2024]"
KEI.BO,"[2021, 2022, 2023, 2024, 2025]"
KEERTHI.BO,"[2021, 2022, 2023, 2024]"
SURAJ.BO,"[2021, 2022, 2023, 2024]"
APCL.BO,"[2021, 2022, 2023, 2024]"
MODINATUR.BO,"[2021, 2022, 2023, 2024]"
PRSNTIN.BO,"[2021, 2022, 2023, 2024]"
ZKHANDEN.BO,"[2021, 2022, 2023, 2024]"
TASTYBITE.BO,"[2021, 2022, 2023, 2024]"
RITESHIN.BO,"[2021, 2022, 2023, 2024]"
AVTNPL.BO,"[2021, 2022, 2023, 2024]"
HNDFDS.BO,"[2021, 2022, 2023, 2024]"
NAHARINDUS.BO,"[2021, 2022, 2023, 2024]"
VADILENT.BO,"[2021, 2022, 2023, 2024]"
VADILALIND.BO,"[2021, 2022, 2023, 2024]"
ASHAI.BO,"[2021, 2022, 2023, 2024]"
ADFFOODS.BO,"[2021, 2022, 2023, 2024]"
RGRL.BO,"[2021, 2022, 2023, 2024]"
WILLIMFI.BO,"[2021, 2022, 2023, 2024]"
AJANTSOY.BO,"[2021, 2022, 2023, 2024]"
WILLAMAGOR.BO,"[2021, 2022, 2023, 2024]"
KISAAN.BO,"[2021, 2022, 2023, 2024]"
SIEL.BO,"[2021, 2022, 2023, 2024]"
SPTRSHI.BO,"[2021, 2022, 2023, 2024]"
SANWARIA.BO,"[2021, 2022, 2023, 2024]"
PRIMAGR.BO,"[2021, 2022, 2023, 2024]"
TARAI.BO,"[2021, 2022, 2023, 2024]"
MODAIRY.BO,"[2021, 2022, 2023, 2024]"
BAMBINO.BO,"[2021, 2022, 2023, 2024]"
PRIMIND.BO,"[2021, 2022, 2023, 2024]"
VIKASWSP.BO,"[2021, 2022, 2023, 2024]"
VSFPROJ.BO,"[2021, 2022, 2023, 2024]"
POONADAL.BO,"[2021, 2022, 2023, 2024]"
ANIKINDS.BO,"[2021, 2022, 2023, 2024]"
SHINDL.BO,"[2021, 2022, 2023, 2024]"
KSE.BO,"[2021, 2022, 2023, 2024]"
NARBADA.BO,"[2021, 2022, 2023, 2024]"
VIRATCRA.BO,"[2021, 2022, 2023, 2024]"
IBINFO.BO,"[2021, 2022, 2023, 2024]"
CHORDIA.BO,"[2021, 2022, 2023, 2024]"
OMEAG.BO,"[2021, 2022, 2023, 2024]"
TAIIND.BO,"[2021, 2022, 2023, 2024]"
NKIND.BO,"[2021, 2022, 2023, 2024]"
BKV.BO,"[2021, 2022, 2023, 2024]"
NORBTEAEXP.BO,"[2021, 2022, 2023, 2024]"
ASIANTNE.BO,"[2021, 2022, 2023, 2024]"
HERITGFOOD.BO,"[2021, 2022, 2023, 2024]"
SIMRAN.BO,"[2021, 2022, 2023, 2024]"
HINDUST.BO,"[2021, 2022, 2023, 2024]"
CCL.BO,"[2021, 2022, 2023, 2024, 2025]"
KELLTONTEC.BO,"[2021, 2022, 2023, 2024]"
SURFI.BO,"[2021, 2022, 2023, 2024]"
MAHAANF.BO,"[2021, 2022, 2023, 2024, 2025]"
RICOAUTO.BO,"[2021, 2022, 2023, 2024]"
OMAXAUTO.BO,"[2021, 2022, 2023, 2024]"
MUNJALSHOW.BO,"[2021, 2022, 2023, 2024]"
JAMNAAUTO.BO,"[2021, 2022, 2023, 2024]"
TVSHLTD.BO,"[2021, 2022, 2023, 2024, 2025]"
JTEKTINDIA.BO,"[2021, 2022, 2023, 2024]"
MUNJALAU.BO,"[2021, 2022, 2023, 2024]"
JAYBARMARU.BO,"[2021, 2022, 2023, 2024]"
RACLGEAR.BO,"[2021, 2022, 2023, 2024]"
SAMKRG.BO,"[2021, 2022, 2023, 2024]"
SICALLOG.BO,"[2021, 2022, 2023, 2024]"
RATNAMANI.BO,"[2021, 2022, 2023, 2024]"
VESUVIUS.BO,"[2020, 2021, 2022, 2023, 2024]"
ASAL.BO,"[2021, 2022, 2023, 2024, 2025]"
ARCEEIN.BO,"[2021, 2022, 2023, 2024]"
ABCINDQ.BO,"[2021, 2022, 2023, 2024]"
BALTE.BO,"[2021, 2022, 2023, 2024]"
COARO.BO,"[2021, 2022, 2023, 2024]"
SIBARAUT.BO,"[2021, 2022, 2023, 2024]"
TRANSWORLD.BO,"[2021, 2022, 2023, 2024]"
STARLOG.BO,"[2021, 2022, 2023, 2024]"
TITANIN.BO,"[2021, 2022, 2023, 2024]"
EUROTEXIND.BO,"[2021, 2022, 2023, 2024]"
ICIL.BO,"[2021, 2022, 2023, 2024]"
MARALOVER.BO,"[2021, 2022, 2023, 2024]"
SOMATEX.BO,"[2021, 2022, 2023, 2024]"
KAKTEX.BO,"[2021, 2022, 2023, 2024]"
OCTAVE.BO,"[2021, 2022, 2023, 2024]"
TRIDENT.BO,"[2021, 2022, 2023, 2024]"
ALOKINDS.BO,"[2021, 2022, 2023, 2024, 2025]"
PASARI.BO,"[2021, 2022, 2023, 2024]"
AMARJOTHI.BO,"[2021, 2022, 2023, 2024]"
OLYMPTX.BO,"[2021, 2022, 2023, 2024]"
NAGREEKEXP.BO,"[2021, 2022, 2023, 2024]"
SUDTIND-B.BO,"[2021, 2022, 2023, 2024]"
SBFL.BO,"[2021, 2022, 2023, 2024]"
EUREKAI.BO,"[2021, 2022, 2023, 2024]"
ADITYASP.BO,"[2021, 2022, 2023, 2024]"
PRIMEURB.BO,"[2021, 2022, 2023, 2024]"
DHANFAB.BO,"[2021, 2022, 2023, 2024]"
SLSTLQ.BO,"[2021, 2022, 2023, 2024]"
ZODIACLOTH.BO,"[2021, 2022, 2023, 2024]"
SRMCL.BO,"[2021, 2022, 2023, 2024]"
SUPERSPIN.BO,"[2021, 2022, 2023, 2024]"
SILINV.BO,"[2021, 2022, 2023, 2024]"
SURYALAXMI.BO,"[2021, 2022, 2023, 2024]"
SAMTEX.BO,"[2021, 2022, 2023, 2024]"
DHANROTO.BO,"[2021, 2022, 2023, 2024]"
DAMODARIND.BO,"[2021, 2022, 2023, 2024]"
SANBLUE.BO,"[2021, 2022, 2023, 2024]"
UNIROYAL.BO,"[2021, 2022, 2023, 2024]"
TATIAGLOB.BO,"[2021, 2022, 2023, 2024]"
SUNILTX.BO,"[2021, 2022, 2023, 2024]"
SRINACHA.BO,"[2021, 2022, 2023, 2024]"
BGDL.BO,"[2021, 2022, 2023, 2024]"
SAMBANDAM.BO,"[2021, 2022, 2023, 2024]"
MKPMOB.BO,"[2021, 2022, 2023, 2024]"
PARASPETRO.BO,"[2021, 2022, 2023, 2024]"
KITEX.BO,"[2021, 2022, 2023, 2024]"
CRANEX.BO,"[2021, 2022, 2023, 2024]"
BATLIBOI.BO,"[2021, 2022, 2023, 2024]"
AUSTENG.BO,"[2021, 2022, 2023, 2024]"
UNIDT.BO,"[2021, 2022, 2023, 2024]"
FLUIDOM.BO,"[2021, 2022, 2023, 2024]"
EMAINDIA.BO,"[2021, 2022, 2023, 2024]"
WINDMACHIN.BO,"[2021, 2022, 2023, 2024]"
SHANTIGEAR.BO,"[2021, 2022, 2023, 2024, 2025]"
MIVENMACH.BO,"[2021, 2022, 2023, 2024]"
HONDAPOWER.BO,"[2021, 2022, 2023, 2024]"
HITECHGEAR.BO,"[2021, 2022, 2023, 2024]"
ELGIEQUIP.BO,"[2021, 2022, 2023, 2024]"
UVDRHOR.BO,"[2021, 2022, 2023, 2024]"
KLBRENG-B.BO,"[2021, 2022, 2023, 2024]"
BIRLAPREC.BO,"[2021, 2022, 2023, 2024]"
YUKEN.BO,"[2021, 2022, 2023, 2024]"
TIMKEN.BO,"[2021, 2022, 2023, 2024]"
VOITHPAPR.BO,"[2021, 2022, 2023, 2024]"
ARTSON.BO,"[2021, 2022, 2023, 2024, 2025]"
SOLIMAC.BO,"[2021, 2022, 2023, 2024]"
DIACABS.BO,"[2021, 2022, 2023, 2024]"
INDSILHYD.BO,"[2021, 2022, 2023, 2024]"
ITL.BO,"[2021, 2022, 2023, 2024]"
FRONTSP.BO,"[2021, 2022, 2023, 2024]"
PRAJIND.BO,"[2021, 2022, 2023, 2024, 2025]"
RASANDIK.BO,"[2021, 2022, 2023, 2024]"
YOGISUNG.BO,"[2021, 2022, 2023, 2024]"
HLEGLAS.BO,"[2021, 2022, 2023, 2024]"
GUJAPOLLO.BO,"[2021, 2022, 2023, 2024]"
TANAA.BO,"[2021, 2022, 2023, 2024]"
CONART.BO,"[2021, 2022, 2023, 2024]"
MINALIND.BO,"[2021, 2022, 2023, 2024]"
MMFL.BO,"[2021, 2022, 2023, 2024]"
IYKOTHITE.BO,"[2021, 2022, 2023, 2024]"
MAYURUNIQ.BO,"[2021, 2022, 2023, 2024]"
CENLUB.BO,"[2021, 2022, 2023, 2024]"
RAJOOENG.BO,"[2021, 2022, 2023, 2024, 2025]"
VJLAXMIE.BO,"[2021, 2022, 2023, 2024]"
RAMRAT.BO,"[2021, 2022, 2023, 2024]"
JAYNECOIND.BO,"[2021, 2022, 2023, 2024, 2025]"
KPIL.BO,"[2021, 2022, 2023, 2024]"
NMSRESRC.BO,"[2021, 2022, 2023, 2024]"
CANDOUR.BO,"[2021, 2022, 2023, 2024]"
TIGLOB.BO,"[2021, 2022, 2023, 2024]"
