YF_Ticker,Years
DPWIRES.NS,"[2021, 2022, 2023, 2024]"
DRCSYSTEMS.NS,"[2021, 2022, 2023, 2024]"
DREAMFOLKS.NS,"[2021, 2022, 2023, 2024]"
DREDGECORP.NS,"[2021, 2022, 2023, 2024]"
DRREDDY.NS,"[2021, 2022, 2023, 2024]"
DSSL.NS,"[2021, 2022, 2023, 2024]"
DTIL.NS,"[2021, 2022, 2023, 2024]"
DUCON.NS,"[2021, 2022, 2023, 2024]"
DVL.NS,"[2021, 2022, 2023, 2024]"
DWARKESH.NS,"[2021, 2022, 2023, 2024]"
DYCL.NS,"[2021, 2022, 2023, 2024]"
DYNAMATECH.NS,"[2021, 2022, 2023, 2024]"
DYNPRO.NS,"[2021, 2022, 2023, 2024]"
E2E.NS,"[2021, 2022, 2023, 2024, 2025]"
EASEMYTRIP.NS,"[2021, 2022, 2023, 2024]"
ECLERX.NS,"[2021, 2022, 2023, 2024]"
ECOSMOBLTY.NS,"[2021, 2022, 2023, 2024]"
EDELWEISS.NS,"[2021, 2022, 2023, 2024]"
EICHERMOT.NS,"[2021, 2022, 2023, 2024]"
EIDPARRY.NS,"[2021, 2022, 2023, 2024]"
EIEL.NS,"[2021, 2022, 2023, 2024]"
EIFFL.NS,"[2021, 2022, 2023, 2024]"
EIHAHOTELS.NS,"[2021, 2022, 2023, 2024]"
EIHOTEL.NS,"[2021, 2022, 2023, 2024]"
EIMCOELECO.NS,"[2021, 2022, 2023, 2024, 2025]"
EKC.NS,"[2021, 2022, 2023, 2024]"
ELDEHSG.NS,"[2021, 2022, 2023, 2024]"
ELECON.NS,"[2021, 2022, 2023, 2024, 2025]"
ELECTCAST.NS,"[2021, 2022, 2023, 2024]"
ELECTHERM.NS,"[2021, 2022, 2023, 2024]"
ELGIEQUIP.NS,"[2021, 2022, 2023, 2024]"
ELGIRUBCO.NS,"[2021, 2022, 2023, 2024]"
ELIN.NS,"[2021, 2022, 2023, 2024]"
EMAMILTD.NS,"[2021, 2022, 2023, 2024]"
EMAMIPAP.NS,"[2021, 2022, 2023, 2024]"
EMAMIREAL.NS,"[2021, 2022, 2023, 2024]"
EMBDL.NS,"[2021, 2022, 2023, 2024]"
EMCURE.NS,"[2021, 2022, 2023, 2024]"
EMIL.NS,"[2021, 2022, 2023, 2024]"
EMKAY.NS,"[2021, 2022, 2023, 2024]"
EMMBI.NS,"[2021, 2022, 2023, 2024]"
EMSLIMITED.NS,"[2021, 2022, 2023, 2024]"
EMUDHRA.NS,"[2021, 2022, 2023, 2024]"
ENDURANCE.NS,"[2021, 2022, 2023, 2024]"
ENERGYDEV.NS,"[2021, 2022, 2023, 2024]"
ENGINERSIN.NS,"[2021, 2022, 2023, 2024]"
ENIL.NS,"[2021, 2022, 2023, 2024]"
ENTERO.NS,"[2021, 2022, 2023, 2024]"
EPACK.NS,"[2021, 2022, 2023, 2024]"
EPIGRAL.NS,"[2021, 2022, 2023, 2024, 2025]"
EPL.NS,"[2021, 2022, 2023, 2024, 2025]"
EQUIPPP.NS,"[2021, 2022, 2023, 2024]"
EQUITASBNK.NS,"[2021, 2022, 2023, 2024, 2025]"
ERIS.NS,"[2021, 2022, 2023, 2024]"
ESABINDIA.NS,"[2021, 2022, 2023, 2024]"
ESAFSFB.NS,"[2021, 2022, 2023, 2024]"
ESCORTS.NS,"[2021, 2022, 2023, 2024, 2025]"
ESSARSHPNG.NS,"[2021, 2022, 2023, 2024]"
ESSENTIA.NS,"[2021, 2022, 2023, 2024]"
ESTER.NS,"[2021, 2022, 2023, 2024]"
ETERNAL.NS,"[2021, 2022, 2023, 2024, 2025]"
ETHOSLTD.NS,"[2021, 2022, 2023, 2024, 2025]"
EUREKAFORB.NS,"[2021, 2022, 2023, 2024]"
EUROTEXIND.NS,"[2021, 2022, 2023, 2024]"
EVEREADY.NS,"[2021, 2022, 2023, 2024]"
EVERESTIND.NS,"[2021, 2022, 2023, 2024]"
EXCEL.NS,"[2021, 2022, 2023, 2024]"
EXCELINDUS.NS,"[2021, 2022, 2023, 2024]"
EXICOM.NS,"[2021, 2022, 2023, 2024]"
EXIDEIND.NS,"[2021, 2022, 2023, 2024, 2025]"
EXPLEOSOL.NS,"[2021, 2022, 2023, 2024]"
EXXARO.NS,"[2021, 2022, 2023, 2024]"
FACT.NS,"[2021, 2022, 2023, 2024]"
FAIRCHEMOR.NS,"[2021, 2022, 2023, 2024]"
FAZE3Q.NS,"[2021, 2022, 2023, 2024]"
FCL.NS,"[2021, 2022, 2023, 2024]"
FCSSOFT.NS,"[2021, 2022, 2023, 2024]"
FDC.NS,"[2021, 2022, 2023, 2024]"
FEDERALBNK.NS,"[2021, 2022, 2023, 2024, 2025]"
FEDFINA.NS,"[2021, 2022, 2023, 2024, 2025]"
FIBERWEB.NS,"[2021, 2022, 2023, 2024]"
FIEMIND.NS,"[2021, 2022, 2023, 2024]"
FILATEX.NS,"[2021, 2022, 2023, 2024, 2025]"
FILATFASH.NS,"[2021, 2022, 2023, 2024]"
FINCABLES.NS,"[2021, 2022, 2023, 2024]"
FINEORG.NS,"[2021, 2022, 2023, 2024]"
FINOPB.NS,"[2021, 2022, 2023, 2024, 2025]"
FINPIPE.NS,"[2021, 2022, 2023, 2024]"
FIRSTCRY.NS,"[2021, 2022, 2023, 2024]"
FIVESTAR.NS,"[2021, 2022, 2023, 2024, 2025]"
FLAIR.NS,"[2021, 2022, 2023, 2024]"
FLEXITUFF.NS,"[2021, 2022, 2023, 2024]"
FLUOROCHEM.NS,"[2021, 2022, 2023, 2024]"
FMGOETZE.NS,"[2021, 2022, 2023, 2024]"
FMNL.NS,"[2021, 2022, 2023, 2024]"
FOODSIN.NS,"[2021, 2022, 2023, 2024]"
FORCEMOT.NS,"[2021, 2022, 2023, 2024, 2025]"
FORTIS.NS,"[2021, 2022, 2023, 2024]"
FOSECOIND.NS,"[2020, 2021, 2022, 2023, 2024]"
FSL.NS,"[2021, 2022, 2023, 2024, 2025]"
FUSION.NS,"[2021, 2022, 2023, 2024]"
GABRIEL.NS,"[2021, 2022, 2023, 2024]"
GAEL.NS,"[2021, 2022, 2023, 2024]"
GAIL.NS,"[2021, 2022, 2023, 2024]"
GALAPREC.NS,"[2021, 2022, 2023, 2024]"
GALAXYSURF.NS,"[2021, 2022, 2023, 2024]"
GALLANTT.NS,"[2021, 2022, 2023, 2024]"
GANDHAR.NS,"[2021, 2022, 2023, 2024]"
GANDHITUBE.NS,"[2021, 2022, 2023, 2024]"
GANECOS.NS,"[2021, 2022, 2023, 2024]"
GANESHBE.NS,"[2021, 2022, 2023, 2024]"
GANESHHOUC.NS,"[2021, 2022, 2023, 2024]"
GANGAFORGE.NS,"[2021, 2022, 2023, 2024]"
GANGESSECU.NS,"[2021, 2022, 2023, 2024]"
GARFIBRES.NS,"[2021, 2022, 2023, 2024]"
GATECH.NS,"[2021, 2022, 2023, 2024]"
GATECHDVR.NS,"[2021, 2022, 2023, 2024]"
GATEWAY.NS,"[2021, 2022, 2023, 2024]"
GAYAHWS.NS,"[2021, 2022, 2023, 2024]"
GEECEE.NS,"[2021, 2022, 2023, 2024]"
GEEKAYWIRE.NS,"[2021, 2022, 2023, 2024]"
GENCON.NS,"[2021, 2022, 2023, 2024]"
GENESYS.NS,"[2021, 2022, 2023, 2024]"
GENSOL.NS,"[2021, 2022, 2023, 2024]"
GENUSPAPER.NS,"[2021, 2022, 2023, 2024]"
GENUSPOWER.NS,"[2021, 2022, 2023, 2024]"
GEOJITFSL.NS,"[2021, 2022, 2023, 2024]"
GEPIL.NS,"[2021, 2022, 2023, 2024]"
GESHIP.NS,"[2021, 2022, 2023, 2024]"
GFLLIMITED.NS,"[2021, 2022, 2023, 2024]"
GHCL.NS,"[2021, 2022, 2023, 2024, 2025]"
GICHSGFIN.NS,"[2021, 2022, 2023, 2024]"
GICRE.NS,"[2021, 2022, 2023, 2024]"
GILLANDERS.NS,"[2021, 2022, 2023, 2024]"
GILLETTE.NS,"[2021, 2022, 2023, 2024]"
GINNIFILA.NS,"[2021, 2022, 2023, 2024]"
GIPCL.NS,"[2021, 2022, 2023, 2024]"
GKWLIMITED.NS,"[2021, 2022, 2023, 2024]"
GLAND.NS,"[2021, 2022, 2023, 2024]"
GLAXO.NS,"[2021, 2022, 2023, 2024]"
GLENMARK.NS,"[2021, 2022, 2023, 2024]"
GLFL.NS,"[2021, 2022, 2023, 2024]"
GLOBAL.NS,"[2021, 2022, 2023, 2024]"
GLOBALVECT.NS,"[2021, 2022, 2023, 2024]"
GLOBE.NS,"[2021, 2022, 2023, 2024]"
GLOBUSSPR.NS,"[2021, 2022, 2023, 2024]"
GLOSTERLTD.NS,"[2021, 2022, 2023, 2024]"
GMBREW.NS,"[2021, 2022, 2023, 2024, 2025]"
GMDCLTD.NS,"[2021, 2022, 2023, 2024]"
GMMPFAUDLR.NS,"[2021, 2022, 2023, 2024]"
GMRAIRPORT.NS,"[2021, 2022, 2023, 2024]"
GMRP&UI.NS,"[2021, 2022, 2023, 2024]"
GNA.NS,"[2021, 2022, 2023, 2024, 2025]"
GNFC.NS,"[2021, 2022, 2023, 2024]"
GOACARBON.NS,"[2021, 2022, 2023, 2024]"
GOCLCORP.NS,"[2021, 2022, 2023, 2024]"
GOCOLORS.NS,"[2021, 2022, 2023, 2024, 2025]"
GODFRYPHLP.NS,"[2021, 2022, 2023, 2024]"
GODHA.NS,"[2021, 2022, 2023, 2024]"
GODIGIT.NS,"[2021, 2022, 2023, 2024, 2025]"
GODREJAGRO.NS,"[2021, 2022, 2023, 2024, 2025]"
GODREJCP.NS,"[2021, 2022, 2023, 2024, 2025]"
GODREJIND.NS,"[2021, 2022, 2023, 2024]"
GODREJPROP.NS,"[2021, 2022, 2023, 2024, 2025]"
GOENKA.NS,"[2021, 2022, 2023, 2024]"
GOKEX.NS,"[2021, 2022, 2023, 2024]"
GOKUL.NS,"[2021, 2022, 2023, 2024]"
GOKULAGRO.NS,"[2021, 2022, 2023, 2024]"
GOLDIAM.NS,"[2021, 2022, 2023, 2024]"
GOLDTECH.NS,"[2021, 2022, 2023, 2024]"
GOODLUCK.NS,"[2021, 2022, 2023, 2024]"
GOPAL.NS,"[2021, 2022, 2023, 2024]"
GOYALALUM.NS,"[2021, 2022, 2023, 2024]"
GPIL.NS,"[2021, 2022, 2023, 2024]"
GPPL.NS,"[2021, 2022, 2023, 2024]"
GPTHEALTH.NS,"[2021, 2022, 2023, 2024]"
GPTINFRA.NS,"[2021, 2022, 2023, 2024]"
GRANULES.NS,"[2021, 2022, 2023, 2024]"
GRAPHITE.NS,"[2021, 2022, 2023, 2024]"
GRASIM.NS,"[2021, 2022, 2023, 2024]"
GRAVITA.NS,"[2021, 2022, 2023, 2024, 2025]"
GREAVESCOT.NS,"[2021, 2022, 2023, 2024, 2025]"
GREENLAM.NS,"[2021, 2022, 2023, 2024]"
GREENPANEL.NS,"[2021, 2022, 2023, 2024]"
GREENPLY.NS,"[2021, 2022, 2023, 2024, 2025]"
GREENPOWER.NS,"[2021, 2022, 2023, 2024, 2025]"
GRINDWELL.NS,"[2021, 2022, 2023, 2024]"
GRINFRA.NS,"[2021, 2022, 2023, 2024]"
GRMOVER.NS,"[2021, 2022, 2023, 2024]"
GROBTEA.NS,"[2021, 2022, 2023, 2024]"
GRPLTD.NS,"[2021, 2022, 2023, 2024]"
GRSE.NS,"[2021, 2022, 2023, 2024]"
GRWRHITECH.NS,"[2021, 2022, 2023, 2024]"
GSFC.NS,"[2021, 2022, 2023, 2024]"
GSLSU.NS,"[2021, 2022, 2023, 2024]"
GSPL.NS,"[2021, 2022, 2023, 2024]"
GSS.NS,"[2021, 2022, 2023, 2024]"
GTECJAINX.NS,"[2021, 2022, 2023, 2024]"
GTL.NS,"[2021, 2022, 2023, 2024]"
GTLINFRA.NS,"[2021, 2022, 2023, 2024]"
GTPL.NS,"[2021, 2022, 2023, 2024, 2025]"
GUFICBIO.NS,"[2021, 2022, 2023, 2024]"
GUJALKALI.NS,"[2021, 2022, 2023, 2024]"
GUJAPOLLO.NS,"[2021, 2022, 2023, 2024]"
GUJGASLTD.NS,"[2021, 2022, 2023, 2024]"
GUJTHEM.NS,"[2021, 2022, 2023, 2024]"
GULFOILLUB.NS,"[2021, 2022, 2023, 2024]"
GULFPETRO.NS,"[2021, 2022, 2023, 2024]"
GULPOLY.NS,"[2021, 2022, 2023, 2024]"
GVKPIL.NS,"[2021, 2022, 2023, 2024]"
GVPTECH.NS,"[2021, 2022, 2023, 2024]"
GVT&D.NS,"[2021, 2022, 2023, 2024]"
HAL.NS,"[2021, 2022, 2023, 2024]"
HAPPSTMNDS.NS,"[2021, 2022, 2023, 2024]"
HAPPYFORGE.NS,"[2021, 2022, 2023, 2024]"
HARDWYN.NS,"[2021, 2022, 2023, 2024]"
HARIOMPIPE.NS,"[2021, 2022, 2023, 2024]"
HARRMALAYA.NS,"[2021, 2022, 2023, 2024]"
HARSHA.NS,"[2021, 2022, 2023, 2024]"
HATHWAY.NS,"[2021, 2022, 2023, 2024, 2025]"
HATSUN.NS,"[2021, 2022, 2023, 2024, 2025]"
HAVELLS.NS,"[2021, 2022, 2023, 2024, 2025]"
HAVISHA.NS,"[2021, 2022, 2023, 2024]"
HBLENGINE.NS,"[2021, 2022, 2023, 2024]"
HBSL.NS,"[2021, 2022, 2023, 2024]"
HCC.NS,"[2021, 2022, 2023, 2024, 2025]"
HCG.NS,"[2021, 2022, 2023, 2024]"
HCL-INSYS.NS,"[2021, 2022, 2023, 2024]"
HCLTECH.NS,"[2021, 2022, 2023, 2024, 2025]"
HDFCAMC.NS,"[2021, 2022, 2023, 2024, 2025]"
HDFCBANK.NS,"[2021, 2022, 2023, 2024]"
HDFCLIFE.NS,"[2021, 2022, 2023, 2024, 2025]"
HDIL.NS,"[2021, 2022, 2023, 2024]"
HEADSUP.NS,"[2021, 2022, 2023, 2024]"
HECPROJECT.NS,"[2021, 2022, 2023, 2024]"
HEG.NS,"[2021, 2022, 2023, 2024]"
HEIDELBERG.NS,"[2021, 2022, 2023, 2024]"
HEMIPROP.NS,"[2021, 2022, 2023, 2024]"
HERANBA.NS,"[2021, 2022, 2023, 2024]"
HERCULES.NS,"[2021, 2022, 2023, 2024]"
HERITGFOOD.NS,"[2021, 2022, 2023, 2024]"
HEROMOTOCO.NS,"[2021, 2022, 2023, 2024]"
HESTERBIO.NS,"[2021, 2022, 2023, 2024]"
HEUBACHIND.NS,"[2021, 2022, 2023, 2024]"
HEXATRADEX.NS,"[2021, 2022, 2023, 2024]"
HEXT.NS,"[2020, 2021, 2022, 2023, 2024]"
HFCL.NS,"[2021, 2022, 2023, 2024]"
HGINFRA.NS,"[2021, 2022, 2023, 2024]"
HGS.NS,"[2021, 2022, 2023, 2024]"
HIKAL.NS,"[2021, 2022, 2023, 2024]"
HILTON.NS,"[2021, 2022, 2023, 2024]"
HIMATSEIDE.NS,"[2021, 2022, 2023, 2024]"
HINDALCO.NS,"[2021, 2022, 2023, 2024]"
HINDCOMPOS.NS,"[2021, 2022, 2023, 2024]"
HINDCON.NS,"[2021, 2022, 2023, 2024]"
HINDCOPPER.NS,"[2021, 2022, 2023, 2024]"
HINDMOTORS.NS,"[2021, 2022, 2023, 2024]"
HINDNATGLS.NS,"[2021, 2022, 2023, 2024]"
HINDOILEXP.NS,"[2021, 2022, 2023, 2024]"
HINDPETRO.NS,"[2021, 2022, 2023, 2024, 2025]"
HINDUNILVR.NS,"[2021, 2022, 2023, 2024, 2025]"
HINDWAREAP.NS,"[2021, 2022, 2023, 2024]"
HINDZINC.NS,"[2021, 2022, 2023, 2024, 2025]"
HIRECT.NS,"[2021, 2022, 2023, 2024]"
HISARMETAL.NS,"[2021, 2022, 2023, 2024]"
HITECH.NS,"[2021, 2022, 2023, 2024]"
HITECHCORP.NS,"[2021, 2022, 2023, 2024]"
HITECHGEAR.NS,"[2021, 2022, 2023, 2024]"
HLEGLAS.NS,"[2021, 2022, 2023, 2024]"
HLVLTD.NS,"[2021, 2022, 2023, 2024]"
HMAAGRO.NS,"[2021, 2022, 2023, 2024]"
HMT.NS,"[2021, 2022, 2023, 2024]"
HMVL.NS,"[2021, 2022, 2023, 2024]"
HNDFDS.NS,"[2021, 2022, 2023, 2024]"
HOMEFIRST.NS,"[2021, 2022, 2023, 2024, 2025]"
HONASA.NS,"[2021, 2022, 2023, 2024]"
HONAUT.NS,"[2021, 2022, 2023, 2024]"
HONDAPOWER.NS,"[2021, 2022, 2023, 2024]"
HOVS.NS,"[2021, 2022, 2023, 2024]"
HPAL.NS,"[2021, 2022, 2023, 2024]"
HPIL.NS,"[2021, 2022, 2023, 2024]"
HPL.NS,"[2021, 2022, 2023, 2024]"
HSCL.NS,"[2021, 2022, 2023, 2024, 2025]"
HTMEDIA.NS,"[2021, 2022, 2023, 2024]"
HUBTOWN.NS,"[2021, 2022, 2023, 2024]"
HUDCO.NS,"[2021, 2022, 2023, 2024, 2025]"
HUHTAMAKI.NS,"[2021, 2022, 2023, 2024]"
HYBRIDFIN.NS,"[2021, 2022, 2023, 2024]"
HYUNDAI.NS,"[2021, 2022, 2023, 2024]"
ICDSLTD.NS,"[2021, 2022, 2023, 2024]"
ICEMAKE.NS,"[2021, 2022, 2023, 2024]"
ICICIBANK.NS,"[2021, 2022, 2023, 2024]"
ICICIGI.NS,"[2021, 2022, 2023, 2024, 2025]"
ICICIPRULI.NS,"[2021, 2022, 2023, 2024, 2025]"
ICIL.NS,"[2021, 2022, 2023, 2024]"
ICRA.NS,"[2021, 2022, 2023, 2024]"
IDBI.NS,"[2021, 2022, 2023, 2024, 2025]"
IDEA.NS,"[2021, 2022, 2023, 2024]"
IDEAFORGE.NS,"[2021, 2022, 2023, 2024]"
IDFCFIRSTB.NS,"[2021, 2022, 2023, 2024]"
IEX.NS,"[2021, 2022, 2023, 2024, 2025]"
IFBAGRO.NS,"[2021, 2022, 2023, 2024]"
IFBIND.NS,"[2021, 2022, 2023, 2024]"
IFCI.NS,"[2021, 2022, 2023, 2024]"
IFGLEXPOR.NS,"[2021, 2022, 2023, 2024]"
IGARASHI.NS,"[2021, 2022, 2023, 2024]"
IGIL.NS,"[2021, 2022, 2023, 2024]"
IGL.NS,"[2021, 2022, 2023, 2024]"
IGPL.NS,"[2021, 2022, 2023, 2024]"
IIFL.NS,"[2021, 2022, 2023, 2024, 2025]"
IIFLCAPS.NS,"[2021, 2022, 2023, 2024, 2025]"
IITL.NS,"[2021, 2022, 2023, 2024]"
IKIO.NS,"[2021, 2022, 2023, 2024]"
IL&FSENGG.NS,"[2021, 2022, 2023, 2024]"
IMAGICAA.NS,"[2021, 2022, 2023, 2024]"
IMFA.NS,"[2021, 2022, 2023, 2024]"
IMPAL.NS,"[2021, 2022, 2023, 2024]"
IMPEXFERRO.NS,"[2021, 2022, 2023, 2024]"
INCREDIBLE.NS,"[2021, 2022, 2023, 2024]"
INDBANK.NS,"[2021, 2022, 2023, 2024, 2025]"
INDGN.NS,"[2021, 2022, 2023, 2024, 2025]"
INDHOTEL.NS,"[2021, 2022, 2023, 2024, 2025]"
INDIACEM.NS,"[2021, 2022, 2023, 2024]"
INDIAGLYCO.NS,"[2021, 2022, 2023, 2024]"
INDIAMART.NS,"[2021, 2022, 2023, 2024, 2025]"
INDIANB.NS,"[2021, 2022, 2023, 2024, 2025]"
INDIANCARD.NS,"[2021, 2022, 2023, 2024]"
INDIANHUME.NS,"[2021, 2022, 2023, 2024]"
INDIASHLTR.NS,"[2021, 2022, 2023, 2024]"
INDIGO.NS,"[2021, 2022, 2023, 2024]"
INDIGOPNTS.NS,"[2021, 2022, 2023, 2024]"
INDNIPPON.NS,"[2021, 2022, 2023, 2024]"
INDOAMIN.NS,"[2021, 2022, 2023, 2024]"
INDOBORAX.NS,"[2021, 2022, 2023, 2024]"
INDOCO.NS,"[2021, 2022, 2023, 2024]"
INDOFARM.NS,"[2021, 2022, 2023, 2024]"
INDORAMA.NS,"[2021, 2022, 2023, 2024]"
INDOSTAR.NS,"[2021, 2022, 2023, 2024, 2025]"
INDOTECH.NS,"[2021, 2022, 2023, 2024]"
INDOTHAI.NS,"[2021, 2022, 2023, 2024]"
INDOUS.NS,"[2021, 2022, 2023, 2024]"
INDOWIND.NS,"[2021, 2022, 2023, 2024]"
INDRAMEDCO.NS,"[2021, 2022, 2023, 2024]"
INDSWFTLAB.NS,"[2021, 2022, 2023, 2024]"
INDSWFTLTD.NS,"[2021, 2022, 2023, 2024]"
INDTERRAIN.NS,"[2021, 2022, 2023, 2024]"
INDUSINDBK.NS,"[2021, 2022, 2023, 2024]"
INDUSTOWER.NS,"[2021, 2022, 2023, 2024, 2025]"
INFIBEAM.NS,"[2021, 2022, 2023, 2024]"
INFOBEAN.NS,"[2021, 2022, 2023, 2024]"
INFY.NS,"[2021, 2022, 2023, 2024]"
INGERRAND.NS,"[2021, 2022, 2023, 2024]"
INNOVACAP.NS,"[2021, 2022, 2023, 2024]"
INNOVANA.NS,"[2021, 2022, 2023, 2024]"
INOXGREEN.NS,"[2021, 2022, 2023, 2024]"
INOXINDIA.NS,"[2021, 2022, 2023, 2024]"
INOXWIND.NS,"[2021, 2022, 2023, 2024]"
INSECTICID.NS,"[2021, 2022, 2023, 2024]"
INSPIRISYS.NS,"[2021, 2022, 2023, 2024]"
INTELLECT.NS,"[2021, 2022, 2023, 2024]"
INTENTECH.NS,"[2021, 2022, 2023, 2024]"
INTERARCH.NS,"[2021, 2022, 2023, 2024]"
INTLCONV.NS,"[2021, 2022, 2023, 2024]"
INVENTURE.NS,"[2021, 2022, 2023, 2024]"
IOB.NS,"[2021, 2022, 2023, 2024, 2025]"
IOC.NS,"[2021, 2022, 2023, 2024, 2025]"
IOLCP.NS,"[2021, 2022, 2023, 2024]"
IONEXCHANG.NS,"[2021, 2022, 2023, 2024]"
IPCALAB.NS,"[2021, 2022, 2023, 2024]"
IPL.NS,"[2021, 2022, 2023, 2024]"
IRB.NS,"[2021, 2022, 2023, 2024]"
IRCON.NS,"[2021, 2022, 2023, 2024]"
IRCTC.NS,"[2021, 2022, 2023, 2024]"
IREDA.NS,"[2021, 2022, 2023, 2024]"
IRFC.NS,"[2021, 2022, 2023, 2024, 2025]"
IRIS.NS,"[2021, 2022, 2023, 2024]"
IRISDOREME.NS,"[2021, 2022, 2023, 2024]"
IRMENERGY.NS,"[2021, 2022, 2023, 2024]"
ISFT.NS,"[2021, 2022, 2023, 2024]"
ISGEC.NS,"[2021, 2022, 2023, 2024]"
ISHANCH.NS,"[2021, 2022, 2023, 2024]"
ITC.NS,"[2021, 2022, 2023, 2024]"
ITDC.NS,"[2021, 2022, 2023, 2024]"
ITDCEM.NS,"[2021, 2022, 2023, 2024]"
ITI.NS,"[2021, 2022, 2023, 2024]"
IVC.NS,"[2021, 2022, 2023, 2024]"
IVP.NS,"[2021, 2022, 2023, 2024]"
IWEL.NS,"[2021, 2022, 2023, 2024]"
IZMO.NS,"[2021, 2022, 2023, 2024]"
J&KBANK.NS,"[2021, 2022, 2023, 2024, 2025]"
JAGRAN.NS,"[2021, 2022, 2023, 2024]"
JAGSNPHARM.NS,"[2021, 2022, 2023, 2024]"
JAIBALAJI.NS,"[2021, 2022, 2023, 2024]"
JAICORPLTD.NS,"[2021, 2022, 2023, 2024]"
JAIPURKURT.NS,"[2021, 2022, 2023, 2024]"
JAMNAAUTO.NS,"[2021, 2022, 2023, 2024]"
JASH.NS,"[2021, 2022, 2023, 2024]"
JAYAGROGN.NS,"[2021, 2022, 2023, 2024]"
JAYBARMARU.NS,"[2021, 2022, 2023, 2024]"
JAYNECOIND.NS,"[2021, 2022, 2023, 2024, 2025]"
JAYSREETEA.NS,"[2021, 2022, 2023, 2024]"
JBCHEPHARM.NS,"[2021, 2022, 2023, 2024]"
JBMA.NS,"[2021, 2022, 2023, 2024, 2025]"
JCHAC.NS,"[2021, 2022, 2023, 2024]"
JETFREIGHT.NS,"[2021, 2022, 2023, 2024]"
JGCHEM.NS,"[2021, 2022, 2023, 2024]"
JHS.NS,"[2021, 2022, 2023, 2024]"
JINDALPHOT.NS,"[2021, 2022, 2023, 2024]"
JINDALPOLY.NS,"[2021, 2022, 2023, 2024]"
JINDALSAW.NS,"[2021, 2022, 2023, 2024, 2025]"
JINDALSTEL.NS,"[2021, 2022, 2023, 2024, 2025]"
JINDRILL.NS,"[2021, 2022, 2023, 2024]"
JINDWORLD.NS,"[2021, 2022, 2023, 2024]"
JIOFIN.NS,"[2021, 2022, 2023, 2024, 2025]"
JISLDVREQS.NS,"[2021, 2022, 2023, 2024]"
JISLJALEQS.NS,"[2021, 2022, 2023, 2024]"
JITFINFRA.NS,"[2021, 2022, 2023, 2024]"
JKCEMENT.NS,"[2021, 2022, 2023, 2024]"
JKIL.NS,"[2021, 2022, 2023, 2024]"
JKLAKSHMI.NS,"[2021, 2022, 2023, 2024]"
JKPAPER.NS,"[2021, 2022, 2023, 2024]"
JKTYRE.NS,"[2021, 2022, 2023, 2024]"
JLHL.NS,"[2021, 2022, 2023, 2024]"
JMA.NS,"[2021, 2022, 2023, 2024]"
JMFINANCIL.NS,"[2021, 2022, 2023, 2024]"
JOCIL.NS,"[2021, 2022, 2023, 2024]"
JPOLYINVST.NS,"[2021, 2022, 2023, 2024]"
JPPOWER.NS,"[2021, 2022, 2023, 2024, 2025]"
JSFB.NS,"[2021, 2022, 2023, 2024, 2025]"
JSL.NS,"[2021, 2022, 2023, 2024, 2025]"
JSWENERGY.NS,"[2021, 2022, 2023, 2024]"
JSWHL.NS,"[2021, 2022, 2023, 2024]"
JSWINFRA.NS,"[2021, 2022, 2023, 2024, 2025]"
JSWSTEEL.NS,"[2021, 2022, 2023, 2024]"
JTEKTINDIA.NS,"[2021, 2022, 2023, 2024]"
JTLIND.NS,"[2021, 2022, 2023, 2024]"
JUBLFOOD.NS,"[2021, 2022, 2023, 2024]"
JUBLINGREA.NS,"[2021, 2022, 2023, 2024]"
JUBLPHARMA.NS,"[2021, 2022, 2023, 2024]"
JUNIPER.NS,"[2021, 2022, 2023, 2024]"
JUSTDIAL.NS,"[2021, 2022, 2023, 2024, 2025]"
JWL.NS,"[2021, 2022, 2023, 2024]"
JYOTHYLAB.NS,"[2021, 2022, 2023, 2024]"
JYOTICNC.NS,"[2021, 2022, 2023, 2024]"
JYOTISTRUC.NS,"[2021, 2022, 2023, 2024]"
KABRAEXTRU.NS,"[2021, 2022, 2023, 2024]"
KAJARIACER.NS,"[2021, 2022, 2023, 2024, 2025]"
KAKATCEM.NS,"[2021, 2022, 2023, 2024]"
KALAMANDIR.NS,"[2021, 2022, 2023, 2024]"
KALYANI.NS,"[2021, 2022, 2023, 2024]"
KALYANIFRG.NS,"[2021, 2022, 2023, 2024]"
KALYANKJIL.NS,"[2021, 2022, 2023, 2024, 2025]"
KAMATHOTEL.NS,"[2021, 2022, 2023, 2024]"
KAMDHENU.NS,"[2021, 2022, 2023, 2024]"
KAMOPAINTS.NS,"[2021, 2022, 2023, 2024]"
KANANIIND.NS,"[2021, 2022, 2023, 2024]"
KANORICHEM.NS,"[2021, 2022, 2023, 2024]"
KANPRPLA.NS,"[2021, 2022, 2023, 2024]"
KANSAINER.NS,"[2021, 2022, 2023, 2024, 2025]"
KAPSTON.NS,"[2021, 2022, 2023, 2024]"
KARMAENG.NS,"[2021, 2022, 2023, 2024]"
KARURVYSYA.NS,"[2021, 2022, 2023, 2024]"
KAUSHALYA.NS,"[2021, 2022, 2023, 2024]"
KAVVERITEL.NS,"[2021, 2022, 2023, 2024]"
KAYA.NS,"[2021, 2022, 2023, 2024]"
KAYNES.NS,"[2021, 2022, 2023, 2024]"
KBCGLOBAL.NS,"[2021, 2022, 2023, 2024]"
KCP.NS,"[2021, 2022, 2023, 2024]"
